Lat,Long
53.2847,-6.2661
53.3439,-6.1722
53.3108,-6.0683
53.2573,-6.1855
53.3111,-6.0012
53.2814,-6.2584
53.3136,-6.1854
53.3315,-6.0103
53.2656,-6.0165
53.3398,-6.2219
53.2966,-6.2661
53.2547,-6.3298
53.3096,-6.0820
53.3427,-6.2005
53.2641,-6.1940
53.2567,-6.3325
53.2885,-6.0691
53.2936,-6.3412
53.3309,-6.2277
53.2553,-6.0561
53.3361,-6.3101
53.2888,-6.1194
53.3090,-6.0772
53.2801,-6.1859
53.3345,-6.0400
53.3103,-6.0148
53.3488,-6.0300
53.3419,-6.2577
53.2858,-6.3276
53.3252,-6.0236
53.3371,-6.1958
53.3293,-6.3061
53.3061,-6.0465
53.3405,-6.0152
53.2577,-6.2525
53.3481,-6.1795
53.3165,-6.1423
53.2978,-6.0040
53.2818,-6.0839
53.3336,-6.0547
53.3080,-6.1567
53.3365,-6.2921
53.3467,-6.0800
53.3251,-6.1492
53.3022,-6.2220
53.3010,-6.0210
53.2957,-6.3240
53.3133,-6.3017
53.3427,-6.3480
53.2534,-6.1110
53.3083,-6.0420
53.3427,-6.1466
53.3039,-6.0229
53.3409,-6.2044
53.3083,-6.1832
53.2706,-6.2479
53.3064,-6.3353
53.3479,-6.1575
53.2767,-6.1256
53.3332,-6.3047
53.2759,-6.3159
53.3379,-6.0243
53.2974,-6.3215
53.2597,-6.1364
53.2892,-6.0481
53.2742,-6.1349
53.2974,-6.2666
53.2509,-6.1406
53.3047,-6.3440
53.3071,-6.2039
53.2984,-6.0777
53.2586,-6.3082
53.3222,-6.1442
53.3200,-6.3386
53.3478,-6.0622
53.2782,-6.1182
53.2796,-6.2359
53.3419,-6.3091
53.2829,-6.2329
53.2837,-6.1736
53.2998,-6.1135
53.3340,-6.1168
53.2505,-6.2559
53.2590,-6.2510
53.3040,-6.2242
53.3168,-6.1666
53.2751,-6.3422
53.3118,-6.0284
53.3073,-6.3191
53.2970,-6.1707
53.3330,-6.0859
53.3033,-6.3079
53.3166,-6.0111
53.2965,-6.0987
53.3194,-6.2860
53.3453,-6.1359
53.3368,-6.1087
53.3265,-6.0384
53.2966,-6.2907
53.2909,-6.2283
53.2504,-6.0980
53.3183,-6.2403
53.3142,-6.0584
53.3440,-6.1823
53.2714,-6.2488
53.3462,-6.1047
53.3384,-6.3424
53.3279,-6.1383
53.3222,-6.3245
53.3355,-6.1864
53.3230,-6.0202
53.2508,-6.3057
53.3182,-6.1440
53.3309,-6.2071
53.2914,-6.1141
53.3423,-6.2496
53.2744,-6.2396
53.3207,-6.0096
53.2847,-6.2213
53.2612,-6.2804
53.2913,-6.2988
53.3370,-6.2696
53.3007,-6.3152
53.3310,-6.0155
53.2510,-6.2074
53.2591,-6.3348
53.3432,-6.0612
53.2827,-6.1202
53.2633,-6.1366
53.3192,-6.2665
53.2610,-6.2158
53.3488,-6.3233
53.2773,-6.2526
53.2660,-6.0877
53.3244,-6.0394
53.3025,-6.2683
53.3431,-6.0340
53.3221,-6.1470
53.3247,-6.1392
53.3013,-6.3311
53.3247,-6.3066
53.2819,-6.3359
53.3487,-6.1355
53.2759,-6.1851
53.2876,-6.2278
53.2674,-6.3444
53.3028,-6.1613
53.2576,-6.2779
53.3251,-6.2579
53.3342,-6.1906
53.3457,-6.1683
53.3082,-6.0675
53.2756,-6.0520
53.3464,-6.1779
53.2707,-6.2828
53.2782,-6.0886
53.3185,-6.0976
53.3066,-6.1007
53.2774,-6.3214
53.2986,-6.0751
53.3287,-6.2605
53.2730,-6.1664
53.3337,-6.1441
53.3272,-6.0358
53.3164,-6.2450
53.2664,-6.2251
53.2675,-6.2127
53.2523,-6.1765
53.3398,-6.3167
53.3009,-6.2999
53.2598,-6.0982
53.3010,-6.0009
53.2855,-6.0886
53.3155,-6.0317
53.3250,-6.0325
53.3080,-6.3126
53.2720,-6.1130
53.3133,-6.0401
53.3272,-6.3372
53.2987,-6.2680
53.2643,-6.0225
53.2877,-6.1363
53.2690,-6.2623
53.3419,-6.0244
53.2564,-6.2626
53.2731,-6.2236
53.2837,-6.0791
53.2901,-6.3262
53.2733,-6.2028
53.3386,-6.2661
53.2970,-6.3000
53.2681,-6.3457
53.3383,-6.1836
53.2716,-6.3251
53.2776,-6.2440
53.2700,-6.3352
53.3086,-6.3334
53.2607,-6.0279
53.2840,-6.1709
53.2700,-6.1846
53.3295,-6.1338
53.2852,-6.3153
53.2927,-6.1732
53.2770,-6.1552
53.3157,-6.1539
53.3382,-6.3083
53.2834,-6.2792
53.2590,-6.2280
53.3349,-6.2021
53.3157,-6.3177
53.3187,-6.1980
53.3330,-6.0193
53.2518,-6.1302
53.3225,-6.0306
53.3424,-6.1568
53.2611,-6.1787
53.3205,-6.2312
53.2744,-6.0769
53.3205,-6.1782
53.3107,-6.3259
53.2988,-6.1033
53.2783,-6.0216
53.3226,-6.2173
53.2630,-6.0133
53.2888,-6.2156
53.3188,-6.1922
53.2550,-6.0738
53.3027,-6.0579
53.3348,-6.2784
53.2973,-6.2788
53.2871,-6.3336
53.3299,-6.1859
53.3142,-6.1656
53.2809,-6.1859
53.3316,-6.3443
53.3311,-6.2591
53.3498,-6.1211
53.2624,-6.0417
53.3394,-6.1889
53.2653,-6.2915
53.2985,-6.0968
53.3120,-6.0017
53.2777,-6.2334
53.2583,-6.0795
53.2528,-6.1126
53.3141,-6.2924
53.3337,-6.1303
53.3488,-6.0460
53.3495,-6.2368
53.3144,-6.2905
53.2593,-6.0047
53.2849,-6.2800
53.3254,-6.2955
53.2913,-6.2649
53.3202,-6.1618
53.3117,-6.2496
53.2751,-6.0766
53.3396,-6.2568
53.2750,-6.0609
53.2926,-6.1521
53.2859,-6.0542
53.2871,-6.3474
53.3231,-6.0823
53.2650,-6.0161
53.2628,-6.1839
53.2738,-6.1974
53.2851,-6.2093
53.2611,-6.3459
53.2899,-6.1789
53.3192,-6.1040
53.2591,-6.2213
53.2792,-6.2297
53.2535,-6.0545
53.3479,-6.2738
53.3275,-6.0098
53.3178,-6.0436
53.2856,-6.1953
53.2886,-6.3036
53.2650,-6.1989
53.3348,-6.2826
53.2831,-6.2705
53.2816,-6.1002
53.2827,-6.1807
53.3100,-6.1519
53.3406,-6.0621
53.3383,-6.0825
53.3288,-6.2334
53.2625,-6.2325
53.3023,-6.0078
53.3322,-6.2643
53.2660,-6.1568
53.3098,-6.2433
53.2790,-6.0169
53.2593,-6.0079
53.3211,-6.1534
53.3135,-6.0128
53.3067,-6.3252
53.2963,-6.0604
53.2928,-6.0694
53.3094,-6.0145
53.3041,-6.0285
53.2856,-6.1798
53.2772,-6.0873
53.2968,-6.3153
53.3421,-6.0454
53.3110,-6.3168
